PRIMER NOMBRE;SEGUNDO NOMBRE;APELLIDO PATERNO;APELLIDO MATERNO;TIPO IDENTIFICACION;CEDULA/PASAPORTE;RUC;TELEFONO;CELULAR;CORREO;DESCRIPCION DE SOCIO;TIPO DE SOCIO;SUCURSAL REGISTRO;FECHA NACIMIENTO;GENERO;DISCAPACIDAD;ESTADO CIVIL;Nro CARGAS FAMILIARES;DOMICILIO CALLE PRINCIPAL;DOMICILIO CALLE SECUNDARIA;DOMICILIO Nro Vivienda;DOMICILIO PROVINCIA;DOMICILIO CANTON;DOMICILIO PARROQUIA;DOMICILIO BARRIO;DOMICILIO REFERENCIA;ACTIVIDAD ECONOMICA;NEGOCIO CALLE PRINCIPAL;NEGOCIO CALLE SECUNDARIA;NEGOCIO Nro Vivienda;NEGOCIO PROVINCIA;NEGOCIO CANTON;NEGOCIO PARROQUIA;NEGOCIO BARRIO;NEGOCIO REFERENCIA
Shawn;Willie;Lawrence;Riley;C;1004002000;;4-(403)134-4390;7-(213)463-3403;wriley9l@virginia.edu;"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.";GARANTE;El Angel;09/08/2014;M;NO;VIUDO;;4th;Mandrake;67;Ukraine;Peru;Peru;Peru;Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.;Lechero;;Merry;128;Peru;Peru;Peru;Peru;Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
Nicole;Barbara;Ramos;Romero;C;1002003000;;9-(153)764-4703;4-(401)786-4190;bromero9m@ihg.com;Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.;CLIENTE;;08/12/2013;F;NO;CASADO;3;Forest Dale;Delaware;7;Mexico;Brazil;Brazil;Brazil;In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.;Mecánico;Hintze;Thierer;3657;Brazil;Brazil;Brazil;Brazil;
Willie;Lori;Howard;Cruz;C;1002003000;;9-(982)700-5370;4-(581)959-0243;;"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.";CLIENTE;El Angel;30/03/2014;M;NO;SOLTERO;3;Pennsylvania;Harbort;132;Pakistan;Russia;Russia;Russia;In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.;Panadero;Service;Delladonna;6;Russia;Russia;Russia;Russia;Sed ante. Vivamus tortor. Duis mattis egestas metus.
Ashley;Kathy;Austin;Boyd;P;1004002000;;2-(998)805-0053;5-(841)981-9085;;;CLIENTE;El Angel;07/01/2014;F;NO;CASADO;3;Loeprich;Charing Cross;72617;Vietnam;China;China;China;Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.;Escultor;Sutherland;Anthes;341;China;China;China;China;
Walter;Bruce;Ward;Frazier;P;1004002000;;6-(197)958-9562;2-(146)688-4114;;;CLIENTE;Mira;22/09/2014;M;NO;VIUDO;0;Merrick;Pond;89467;Canada;Japan;Japan;;Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.;Carnicero;Kennedy;Ohio;77;Japan;Japan;Japan;Japan;Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
Samuel;Cynthia;Lawson;Berry;P;1002003000;;7-(870)732-0133;0-(764)073-3717;;Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.;CLIENTE;El Angel;05/10/2014;M;NO;CASADO;2;Blaine;Waxwing;1758;China;Brazil;Brazil;Brazil;In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.;Panadero;Moulton;Steensland;0;Brazil;Brazil;Brazil;Brazil;Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Michael;Peter;Spencer;Carpenter;C;1002003000;;3-(658)410-4278;0-(652)347-5740;;;CLIENTE;Urcuqui;26/06/2014;M;NO;SOLTERO;0;Barby;Oak;76908;Croatia;Ukraine;Ukraine;Ukraine;Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.;Costurero;Russell;Pine View;24;Ukraine;Ukraine;Ukraine;Ukraine;In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
Angela;Andrea;Harrison;Perkins;P;1002003000;;8-(371)024-9181;5-(923)726-9174;;;GARANTE;El Angel;05/06/2014;F;;SOLTERO;0;Mendota;Ramsey;0;;Bosnia and Herzegovina;Bosnia and Herzegovina;Bosnia and Herzegovina;In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.;Artesano;Muir;Morrow;520;Bosnia and Herzegovina;;Bosnia and Herzegovina;Bosnia and Herzegovina;Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.
Walter;Julie;Morgan;Jacobs;C;1004002000;;4-(290)934-7143;4-(443)908-7374;jjacobs9v@tamu.edu;;GARANTE;Urcuqui;16/06/2014;F;NO;CASADO;1;Myrtle;Brown;4;China;Philippines;Philippines;Philippines;Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.;Costurero;Fairview;Crescent Oaks;776;Philippines;Philippines;Philippines;Philippines;Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
Jennifer;Ann;Armstrong;Smith;C;1002003000;;1-(371)201-4461;4-(727)513-4258;asmith9w@npr.org;"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.";CLIENTE;El Angel;03/05/2014;F;NO;VIUDO;0;Gulseth;Drewry;8;Russia;China;China;China;Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.;Panadero;Ilene;Anhalt;;China;China;China;China;Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
Anthony;Judy;Kelly;Bryant;C;1004002000;;1-(546)541-7313;5-(223)088-1332;;;CLIENTE;Pimampiro;05/04/2014;F;NO;VIUDO;1;Butternut;Porter;7501;Ivory Coast;Portugal;Portugal;Portugal;Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.;Tendero;Elka;Pankratz;30;Portugal;Portugal;Portugal;Portugal;"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
Beverly;Aaron;Willis;Powell;C;1004002000;;2-(636)153-9601;7-(784)285-9980;apowell9y@alibaba.com;;CLIENTE;El Angel;11/11/2014;M;NO;VIUDO;;Hagan;Basil;3;Portugal;Indonesia;Indonesia;Indonesia;Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.;Panadero;;Lerdahl;40;Indonesia;Indonesia;Indonesia;Indonesia;"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
Judy;Dorothy;Stone;;C;1004002000;;2-(310)518-1574;6-(752)216-5286;;;CLIENTE;Mira;06/11/2014;M;NO;SOLTERO;;Jenifer;Pankratz;74249;China;Indonesia;Indonesia;Indonesia;Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.;Lechero;Westridge;Blackbird;140;Indonesia;Indonesia;Indonesia;Indonesia;"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
Samuel;Martin;Rice;Little;C;1002003000;;5-(952)226-7801;5-(341)609-1923;mlittlea0@hud.gov;;CLIENTE;Pimampiro;30/09/2014;M;NO;CASADO;2;;Mockingbird;46;Portugal;Philippines;Philippines;;Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.;Mecánico;Eggendart;Sutteridge;7;Philippines;Philippines;Philippines;Philippines;Fusce consequat. Nulla nisl. Nunc nisl.
Maria;Willie;Shaw;Rice;C;1004002000;;5-(405)132-7859;4-(548)029-5884;wricea1@ftc.gov;"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.";CLIENTE;Urcuqui;08/06/2014;M;SI;CASADO;1;Mockingbird;Park Meadow;24;Colombia;China;China;China;Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.;Carnicero;Mariners Cove;Sunbrook;5;China;China;China;China;Fusce consequat. Nulla nisl. Nunc nisl.
Jacqueline;Samuel;Hall;Scott;C;1002003000;;7-(052)001-4081;9-(786)269-2952;sscotta2@csmonitor.com;"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.";CLIENTE;Mira;05/10/2014;M;NO;CASADO;;Clemons;Graedel;7699;Malaysia;China;China;China;Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.;Mecánico;Sunbrook;Mockingbird;92446;China;China;China;China;Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
Richard;Wanda;Long;Hanson;C;1004002000;;9-(214)472-6203;0-(278)368-0446;;;CLIENTE;Pimampiro;08/01/2014;M;;DIVORCIADO;;Mcguire;Kedzie;171;Malta;China;China;China;In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.;Tendero;Bashford;Main;437;;China;;China;Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.
Thomas;Kelly;Cooper;Sims;C;1004002000;;3-(197)778-2851;4-(360)463-0270;;"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.";CLIENTE;Pimampiro;08/12/2013;M;NO;SOLTERO;1;;Northwestern;8245;Germany;United States;United States;United States;Phasellus in felis. Donec semper sapien a libero. Nam dui.;Heladero;Mosinee;;1;;United States;United States;United States;Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.
Gerald;Chris;Hunter;Davis;C;1004002000;;5-(122)804-0626;5-(118)670-1572;;;CLIENTE;Pimampiro;14/01/2014;M;NO;DIVORCIADO;4;Schmedeman;Donald;84163;Russia;Indonesia;Indonesia;Indonesia;Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.;Digitado;Clemons;Ramsey;;Indonesia;Indonesia;Indonesia;Indonesia;
Denise;John;Roberts;Walker;C;1002003000;;5-(227)061-4207;2-(411)883-6706;jwalkera6@slashdot.org;;GARANTE;El Angel;11/04/2014;M;NO;SOLTERO;3;Jenna;Independence;92;France;Iran;Iran;Iran;Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.;Comerciante;Sutteridge;Village Green;2556;Iran;Iran;Iran;Iran;"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
Jessica;Ralph;Jenkins;Bradley;C;1002003000;;8-(808)923-9523;4-(135)619-3038;rbradleya7@va.gov;Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.;CLIENTE;;25/11/2013;F;NO;CASADO;1;Grover;Golf;853;Colombia;Philippines;Philippines;Philippines;;Tendero;Packers;Oak;7;Philippines;Philippines;Philippines;Philippines;Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.
Janice;Tammy;Fowler;Cox;C;1004002000;;1-(146)444-2206;1-(391)743-6190;tcoxa8@surveymonkey.com;Fusce consequat. Nulla nisl. Nunc nisl.;CLIENTE;El Angel;29/07/2014;F;NO;SOLTERO;3;Susan;Ohio;858;Brazil;Brazil;Brazil;Brazil;Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.;Heladero;Superior;Kinsman;6;Brazil;Brazil;Brazil;Brazil;Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
Anna;Diane;Robinson;Harvey;C;1002003000;;8-(350)733-0202;5-(040)312-4810;dharveya9@github.io;"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.";CLIENTE;Mira;17/11/2013;M;NO;SOLTERO;3;Jackson;Katie;51418;China;Serbia;Serbia;Serbia;Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.;Digitado;Fisk;Larry;89;Serbia;Serbia;Serbia;Serbia;Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
Kathryn;Mildred;Vasquez;Price;C;1004002000;;7-(321)399-1504;0-(019)894-1265;;;CLIENTE;Pimampiro;03/06/2014;F;SI;CASADO;3;Anniversary;Moland;1;Zambia;Egypt;Egypt;Egypt;Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.;Digitado;Bayside;Novick;830;Egypt;Egypt;Egypt;;Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
Marie;Ronald;Collins;Mccoy;C;1004002000;;6-(316)661-2475;0-(740)528-0367;;;CLIENTE;Mira;20/09/2014;F;NO;CASADO;2;Dovetail;Mitchell;996;Japan;Tanzania;Tanzania;Tanzania;Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.;Escultor;Caliangt;Bashford;61;Tanzania;Tanzania;Tanzania;Tanzania;Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
Joyce;Rachel;Martinez;Hicks;C;1004002000;;7-(599)338-8809;3-(144)409-1609;;;CLIENTE;Mira;20/12/2013;M;NO;VIUDO;;;Kennedy;35;;Russia;Russia;Russia;"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.";Heladero;Oxford;Schiller;;Russia;Russia;Russia;;Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.
Ralph;Douglas;Nichols;Price;C;1004002000;;9-(023)308-3283;8-(447)429-2929;;"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.";CLIENTE;Urcuqui;24/07/2014;F;SI;CASADO;3;Jenifer;Mitchell;38986;Poland;Peru;Peru;Peru;"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.";Carnicero;Meadow Ridge;Hovde;4;Peru;Peru;Peru;Peru;Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.
Marilyn;Andrea;Bradley;Sims;C;1004002000;;6-(862)821-1984;6-(934)034-3117;;;CLIENTE;Mira;07/10/2014;F;NO;VIUDO;3;Sachs;8th;28;Bolivia;Portugal;Portugal;Portugal;In congue. Etiam justo. Etiam pretium iaculis justo.;Heladero;Norway Maple;Lakeland;65152;Portugal;Portugal;Portugal;Portugal;Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
Maria;Julia;Wagner;Watson;C;1004002000;;3-(733)354-8210;7-(240)111-1576;jwatsonaf@house.gov;Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.;CLIENTE;Pimampiro;14/08/2014;F;NO;CASADO;;Barnett;Morning;7;Macedonia;Czech Republic;Czech Republic;Czech Republic;Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.;Comerciante;Comanche;Arrowood;4864;Czech Republic;Czech Republic;Czech Republic;Czech Republic;Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
Walter;Douglas;Howell;Snyder;P;1004002000;;4-(688)410-8314;8-(590)790-9309;dsnyderag@live.com;Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.;CLIENTE;Mira;27/07/2014;F;NO;SOLTERO;;Roxbury;Anhalt;90203;China;Japan;Japan;Japan;Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.;Carnicero;Marquette;Di Loreto;8879;Japan;Japan;Japan;Japan;Phasellus in felis. Donec semper sapien a libero. Nam dui.
Jennifer;Laura;Knight;Torres;C;1002003000;;9-(333)883-4230;5-(430)966-4181;ltorresah@wufoo.com;;GARANTE;Pimampiro;10/01/2014;M;NO;VIUDO;0;Express;Westend;5810;Philippines;El Salvador;El Salvador;El Salvador;Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.;Digitado;Hovde;4th;548;El Salvador;El Salvador;El Salvador;El Salvador;
Peter;Jeremy;Parker;Campbell;C;1002003000;;7-(168)226-2092;8-(773)756-9547;jcampbellai@fema.gov;;CLIENTE;Mira;02/09/2014;F;SI;CASADO;0;Memorial;Linden;44958;Canada;Malaysia;Malaysia;Malaysia;In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.;Comerciante;Rieder;Westend;7;Malaysia;Malaysia;Malaysia;Malaysia;Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.
Albert;Frank;Kim;Hudson;C;1004002000;;1-(709)402-8561;2-(823)127-6817;;Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.;CLIENTE;El Angel;25/03/2014;F;SI;CASADO;4;Merrick;Petterle;17;Chile;Indonesia;Indonesia;Indonesia;Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.;Carnicero;Gina;Fisk;4;Indonesia;Indonesia;Indonesia;Indonesia;Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
Steve;Sarah;Rogers;;C;1002003000;;2-(492)652-6252;7-(671)781-0198;;;CLIENTE;Mira;16/08/2014;M;NO;CASADO;1;Coleman;Florence;4;Macedonia;Czech Republic;Czech Republic;Czech Republic;Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.;Carnicero;Roth;Clyde Gallagher;64752;Czech Republic;Czech Republic;Czech Republic;Czech Republic;
Nicole;Catherine;Mendoza;Ryan;C;1004002000;;3-(413)784-5980;5-(984)645-7520;cryanal@geocities.jp;;CLIENTE;El Angel;29/12/2013;M;NO;SOLTERO;;Mcguire;Burning Wood;7;Peru;Philippines;Philippines;Philippines;Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.;Escultor;Fallview;Memorial;78835;Philippines;Philippines;Philippines;Philippines;Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.
Linda;Kelly;Burns;Griffin;P;1004002000;;9-(345)258-0887;5-(513)408-9168;kgriffinam@behance.net;;GARANTE;Pimampiro;04/08/2014;F;;CASADO;2;Bunting;Sloan;1802;Sweden;Ukraine;Ukraine;Ukraine;Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.;Escultor;John Wall;Redwing;79;Ukraine;Ukraine;Ukraine;Ukraine;Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.
Terry;Steve;Scott;Ruiz;C;1002003000;;5-(402)168-0410;6-(967)571-3883;sruizan@mac.com;"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.";CLIENTE;Urcuqui;30/05/2014;M;NO;CASADO;;Pepper Wood;Cascade;3035;Indonesia;Portugal;Portugal;Portugal;Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.;Tendero;Marquette;Nova;18592;Portugal;Portugal;Portugal;;In congue. Etiam justo. Etiam pretium iaculis justo.
Adam;Joseph;Burns;Medina;C;1004002000;;6-(600)753-3956;1-(370)599-6833;jmedinaao@google.com.hk;Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.;CLIENTE;Mira;26/04/2014;M;NO;SOLTERO;2;Browning;Marquette;6;Brazil;China;China;China;;Heladero;Northridge;Dunning;5731;China;China;China;China;Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.
